player,date,is_b2b,proj_pts,actual_pts,diff,notes
De'Aaron Fox,2026-01-02,False,17.2,24,-6.800000000000001, [GENERALIST] +P&R_HANDLER+ISO_SCORER
Dylan Harper,2026-01-02,False,10.8,22,-11.2, [GENERALIST]
Keldon Johnson,2026-01-02,False,10.5,16,-5.5, [GENERALIST] +P&R_ROLL_MAN | Hustle Guard
Aaron Nesmith,2026-01-02,False,9.3,9,0.3000000000000007, [GENERALIST] +SPOT_UP+TRANSITION | Hustle Guard
Jay Huff,2026-01-02,False,7.7,2,5.7, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP
Stephon Castle,2026-01-02,False,17.2,19,-1.8000000000000007, [GENERALIST] +P&R_HANDLER+TRANSITION | Fast Break Edge
Pascal Siakam,2026-01-02,False,21.1,23,-1.8999999999999986, [GENERALIST] +TRANSITION+ISO_SCORER | Hustle Guard
Harrison Barnes,2026-01-02,False,9.7,5,4.699999999999999, [GENERALIST] +SPOT_UP
Julian Champagnie,2026-01-02,False,7.8,9,-1.2000000000000002, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Hustle Guard
Luke Kornet,2026-01-02,False,6.3,9,-2.7, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Hustle Guard
Christian Koloko,2026-01-02,False,2.0,3,-1.0, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
Jaylen Wells,2026-01-02,False,12.7,6,6.699999999999999, [GENERALIST] +SPOT_UP+P&R_HANDLER | Spot-Up vs Pack | P&R Drop Edge
Cedric Coward,2026-01-02,False,13.1,5,8.1, [GENERALIST] | Hustle Guard
Cam Spencer,2026-01-02,False,10.8,5,5.800000000000001, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Drop Edge | Transition Tax
Jaren Jackson Jr.,2026-01-02,False,17.7,25,-7.300000000000001, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax | Hustle Guard
Jock Landale,2026-01-02,False,9.9,14,-4.1, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop | Hustle Guard
Nick Smith Jr.,2026-01-02,False,9.0,8,1.0, [GENERALIST]
Jarred Vanderbilt,2026-01-02,False,4.6,5,-0.40000000000000036, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax
Kentavious Caldwell-Pope,2026-01-02,False,8.1,20,-11.9, [GENERALIST]
Santi Aldama,2026-01-02,False,14.2,15,-0.8000000000000007, [STRETCH_BIG] +SPOT_UP+TRANSITION | LAL Paint Pack Edge | Spot-Up vs Pack | Transition Tax
Jaxson Hayes,2026-01-02,False,5.1,12,-6.9, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
LeBron James,2026-01-02,False,20.5,31,-10.5, [GENERALIST] +ISO_SCORER+TRANSITION | Transition Tax
Jake LaRavia,2026-01-02,False,8.3,21,-12.7, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Ja Morant,2026-01-02,False,19.5,16,3.5, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Deandre Ayton,2026-01-02,False,8.9,4,4.9, [RIM_RUNNER] +OFF_BALL_CUTTER+POST_UP | Cutter Tax
Marcus Smart,2026-01-02,False,9.3,13,-3.6999999999999993, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Goga Bitadze,2026-01-02,False,4.0,5,-1.0, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK
Ayo Dosunmu,2026-01-02,False,10.1,17,-6.9, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Paolo Banchero,2026-01-02,False,19.7,31,-11.3, [HUB_BIG] / JUMBO_CREATOR +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Kevin Huerter,2026-01-02,False,9.7,20,-10.3, [GENERALIST] +SPOT_UP | Spot-Up vs Pack
Jalen Smith,2026-01-02,False,6.4,11,-4.6, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop | Hustle Guard
Desmond Bane,2026-01-02,False,18.0,14,4.0, [GENERALIST] +P&R_HANDLER+ISO_SCORER | PnR Handler vs Funnel
Patrick Williams,2026-01-02,False,5.9,15,-9.1, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Isaac Okoro,2026-01-02,False,8.2,9,-0.8000000000000007, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax
Tristan da Silva,2026-01-02,False,7.3,7,0.2999999999999998, [GENERALIST]
Tyus Jones,2026-01-02,False,4.7,0,4.7, [GENERALIST]
Tre Jones,2026-01-02,False,9.5,6,3.5, [FACILITATOR]
Jalen Suggs,2026-01-02,False,17.6,11,6.600000000000001, [GENERALIST] +ISO_SCORER
Matas Buzelis,2026-01-02,False,11.8,21,-9.2, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Anthony Black,2026-01-02,False,18.0,18,0.0, [GENERALIST] +TRANSITION | Transition Chaos | Hustle Guard
Wendell Carter Jr.,2026-01-02,False,10.7,13,-2.3000000000000007, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Hustle Guard
Marvin Bagley III,2026-01-02,False,9.8,12,-2.1999999999999993, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Cutter vs Blitz | Roll Man Tax | Hustle Guard
Danny Wolf,2026-01-02,True,7.9,11,-3.0999999999999996, [GENERALIST] | Road B2B (Fatigue)
Will Riley,2026-01-02,False,6.7,9,-2.3, [GENERALIST]
Alex Sarr,2026-01-02,False,13.1,19,-5.9, [GENERALIST] +TRANSITION | Hustle Guard
Day'Ron Sharpe,2026-01-02,True,5.8,14,-8.2, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Road B2B (Fatigue) | Hustle Guard
Nolan Traore,2026-01-02,True,4.2,12,-7.8, [GENERALIST] | Road B2B (Fatigue)
Tre Johnson,2026-01-02,False,10.8,12,-1.1999999999999993, [GENERALIST]
Ziaire Williams,2026-01-02,True,7.5,14,-6.5, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Road B2B (Fatigue)
Jalen Wilson,2026-01-02,True,3.1,2,1.1, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
Khris Middleton,2026-01-02,False,10.1,9,1.0999999999999996, [GENERALIST] +P&R_HANDLER | P&R Blitz Tax
Noah Clowney,2026-01-02,True,13.2,8,5.199999999999999, [GENERALIST] +SPOT_UP | Road B2B (Fatigue)
CJ McCollum,2026-01-02,False,17.4,17,0.3999999999999986, [GENERALIST] +P&R_HANDLER+TRANSITION | P&R Blitz Tax
Justin Champagnie,2026-01-02,False,8.0,20,-12.0, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man Tax | Cutter vs Blitz | Hustle Guard
Bilal Coulibaly,2026-01-02,False,13.3,11,2.3000000000000007, [GENERALIST] +P&R_ROLL_MAN | Roll Man Tax | Hustle Guard
Terance Mann,2026-01-02,True,5.2,14,-8.8, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
Drake Powell,2026-01-02,True,4.4,14,-9.6, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
Yves Missi,2026-01-02,False,3.3,5,-1.7000000000000002, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN
Kris Murray,2026-01-02,False,5.4,6,-0.5999999999999996, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER
Sidy Cissoko,2026-01-02,False,7.5,5,2.5, [GENERALIST]
Deni Avdija,2026-01-02,False,23.4,34,-10.600000000000001, [JUMBO_CREATOR] +P&R_HANDLER+TRANSITION | Hustle Guard
Robert Williams III,2026-01-02,False,5.2,4,1.2000000000000002, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK
Micah Peavy,2026-01-02,False,3.1,2,1.1, [GENERALIST] +P&R_ROLL_MAN+POST_UP
Jordan Poole,2026-01-02,False,16.6,16,0.6000000000000014, [SNIPER] +P&R_HANDLER
Shaedon Sharpe,2026-01-02,False,20.7,23,-2.3000000000000007, [GENERALIST] +ISO_SCORER+P&R_HANDLER
Jose Alvarado,2026-01-02,False,5.9,0,5.9, [GENERALIST]
Toumani Camara,2026-01-02,False,11.4,14,-2.5999999999999996, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Donovan Clingan,2026-01-02,False,9.3,11,-1.6999999999999993, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Hustle Guard
Kevon Looney,2026-01-02,False,3.7,4,-0.2999999999999998, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Jordan Hawkins,2026-01-02,False,4.1,0,4.1, [GENERALIST]
Bryce McGowens,2026-01-02,False,7.7,13,-5.3, [GENERALIST] +P&R_ROLL_MAN
Caleb Love,2026-01-02,False,9.5,22,-12.5, [GENERALIST] +P&R_HANDLER
Zion Williamson,2026-01-02,False,19.5,35,-15.5, [GENERALIST] +TRANSITION+ISO_SCORER | Fast Break Edge | Hustle Guard
Jeremiah Fears,2026-01-02,False,12.7,18,-5.300000000000001, [GENERALIST] +TRANSITION | Fast Break Edge
Giannis Antetokounmpo,2026-01-02,False,18.2,30,-11.8, [GENERALIST] | Hustle Guard
Gary Trent Jr.,2026-01-02,False,7.3,0,7.3, [GENERALIST]
LaMelo Ball,2026-01-02,False,17.9,12,5.899999999999999, [GENERALIST] +TRANSITION+SPOT_UP | Transition Tax | Spot-Up vs Pack
Kyle Kuzma,2026-01-02,False,11.9,18,-6.1, [GENERALIST] | Hustle Guard
Miles Bridges,2026-01-02,False,15.5,25,-9.5, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax | Hustle Guard
AJ Green,2026-01-02,False,7.6,12,-4.4, [GENERALIST] +SPOT_UP+TRANSITION | Fast Break Edge
Bobby Portis,2026-01-02,False,13.8,20,-6.199999999999999, [STRETCH_BIG] +SPOT_UP
Sion James,2026-01-02,False,6.5,7,-0.5, [GENERALIST]
Brandon Miller,2026-01-02,False,20.2,19,1.1999999999999993, [GENERALIST] +TRANSITION | Transition Tax
Kon Knueppel,2026-01-02,False,15.7,26,-10.3, [GENERALIST] +SPOT_UP+TRANSITION | Spot-Up vs Pack | Transition Tax
Myles Turner,2026-01-02,False,12.4,1,11.4, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN
Collin Sexton,2026-01-02,False,11.1,16,-4.9, [GENERALIST]
Kevin Porter Jr.,2026-01-02,False,17.5,10,7.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER | Hustle Guard
Ryan Rollins,2026-01-02,False,14.2,29,-14.8, [GENERALIST] +P&R_HANDLER+TRANSITION | Fast Break Edge
PJ Hall,2026-01-02,False,5.6,4,1.5999999999999996, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
Oso Ighodaro,2026-01-02,False,4.3,15,-10.7, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Keon Ellis,2026-01-02,True,5.6,14,-8.4, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Jordan Goodwin,2026-01-02,False,10.6,7,3.5999999999999996, [GENERALIST] +SPOT_UP
Devin Booker,2026-01-02,False,25.9,33,-7.100000000000001, [GENERALIST] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Collin Gillespie,2026-01-02,False,12.6,15,-2.4000000000000004, [GENERALIST] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Ryan Dunn,2026-01-02,False,5.8,3,2.8, [GENERALIST] +P&R_ROLL_MAN+POST_UP
Royce O'Neale,2026-01-02,False,6.7,7,-0.2999999999999998, [GENERALIST] +SPOT_UP
Dennis Schroder,2026-01-02,True,11.3,12,-0.6999999999999993, [GENERALIST] +P&R_HANDLER | Road B2B (Fatigue) + Guard Tax
Jamaree Bouyea,2026-01-02,False,6.9,12,-5.1, [GENERALIST]
DeMar DeRozan,2026-01-02,True,15.7,13,2.6999999999999993, [GENERALIST] +ISO_SCORER+P&R_HANDLER | Road B2B (Fatigue)
Keegan Murray,2026-01-02,True,12.3,23,-10.7, [GENERALIST] | Road B2B (Fatigue) | Hustle Guard
Mark Williams,2026-01-02,False,9.5,15,-5.5, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Hustle Guard
Doug McDermott,2026-01-02,True,2.9,3,-0.10000000000000009, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
Maxime Raynaud,2026-01-02,True,11.8,6,5.800000000000001, [RIM_RUNNER] +P&R_ROLL_MAN | Road B2B (Fatigue)
Russell Westbrook,2026-01-02,True,14.4,17,-2.5999999999999996, [GENERALIST] +P&R_HANDLER+TRANSITION | Road B2B (Fatigue) + Guard Tax | Hustle Guard
Nique Clifford,2026-01-02,True,7.0,3,4.0, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Dillon Brooks,2026-01-02,False,18.6,18,0.6000000000000014, [GENERALIST] +ISO_SCORER+P&R_HANDLER | PnR Handler vs Funnel
Precious Achiuwa,2026-01-02,True,7.3,3,4.3, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Road B2B (Fatigue)
Kris Murray,2026-01-03,True,5.5,6,-0.5, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Road B2B (Fatigue)
Sidy Cissoko,2026-01-03,True,7.1,7,0.09999999999999964, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Deni Avdija,2026-01-03,True,22.5,29,-6.5, [JUMBO_CREATOR] +P&R_HANDLER+TRANSITION | Road B2B (Fatigue) + Guard Tax | Hustle Guard
De'Aaron Fox,2026-01-03,True,15.5,19,-3.5, [GENERALIST] +P&R_HANDLER+ISO_SCORER | Home B2B
Dylan Harper,2026-01-03,True,10.3,6,4.300000000000001, [GENERALIST] | Home B2B
Keldon Johnson,2026-01-03,True,9.9,5,4.9, [GENERALIST] +P&R_ROLL_MAN | Home B2B | Hustle Guard
Shaedon Sharpe,2026-01-03,True,19.4,6,13.399999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | Road B2B (Fatigue) + Guard Tax
Stephon Castle,2026-01-03,True,16.6,16,0.6000000000000014, [GENERALIST] +P&R_HANDLER+TRANSITION | Home B2B | Fast Break Edge
Toumani Camara,2026-01-03,True,10.7,20,-9.3, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Road B2B (Fatigue)
Donovan Clingan,2026-01-03,True,9.0,24,-15.0, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Road B2B (Fatigue) | Hustle Guard
Harrison Barnes,2026-01-03,True,8.9,14,-5.1, [GENERALIST] +SPOT_UP | Home B2B
Caleb Love,2026-01-03,True,8.9,16,-7.1, [GENERALIST] +P&R_HANDLER | Road B2B (Fatigue) + Guard Tax
Julian Champagnie,2026-01-03,True,7.9,20,-12.1, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Home B2B | Hustle Guard
Luke Kornet,2026-01-03,True,6.1,23,-16.9, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Home B2B | Hustle Guard
Kasparas Jakucionis,2026-01-03,False,0.0,3,-3.0, [GENERALIST]
Naz Reid,2026-01-03,False,13.3,29,-15.7, [STRETCH_BIG] +SPOT_UP
Andrew Wiggins,2026-01-03,False,13.1,12,1.0999999999999996, [GENERALIST]
Norman Powell,2026-01-03,False,21.0,21,0.0, [GENERALIST] +TRANSITION+SPOT_UP | Transition Tax | Spot-Up vs Pack
Julius Randle,2026-01-03,False,20.3,23,-2.6999999999999993, [JUMBO_CREATOR] +P&R_HANDLER | P&R Blitz Tax | Hustle Guard
Rudy Gobert,2026-01-03,False,9.6,13,-3.4000000000000004, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Blitz
Anthony Edwards,2026-01-03,False,23.6,33,-9.399999999999999, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax
Kel'el Ware,2026-01-03,False,8.9,11,-2.0999999999999996, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Roll Man vs Drop | Cutter Tax | Hustle Guard
Simone Fontecchio,2026-01-03,False,6.8,9,-2.2, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Davion Mitchell,2026-01-03,False,7.9,14,-6.1, [FACILITATOR] +TRANSITION | Transition Tax
Jaden McDaniels,2026-01-03,False,12.2,5,7.199999999999999, [GENERALIST]
Nikola Jovic,2026-01-03,False,11.1,14,-2.9000000000000004, [FACILITATOR] +P&R_ROLL_MAN | Roll Man vs Drop
Donte DiVincenzo,2026-01-03,False,11.3,11,0.3000000000000007, [GENERALIST] +SPOT_UP
Bones Hyland,2026-01-03,False,8.2,4,4.199999999999999, [GENERALIST]
Bam Adebayo,2026-01-03,False,15.1,12,3.0999999999999996, [GENERALIST] | Hustle Guard
Ayo Dosunmu,2026-01-03,True,9.1,16,-6.9, [GENERALIST] +SPOT_UP | Home B2B + Guard Tax
LaMelo Ball,2026-01-03,True,15.1,17,-1.9000000000000004, [GENERALIST] +TRANSITION+SPOT_UP | Road B2B (Fatigue) + Guard Tax | Transition Chaos
Kevin Huerter,2026-01-03,True,9.6,9,0.5999999999999996, [GENERALIST] +SPOT_UP | Home B2B + Guard Tax
Miles Bridges,2026-01-03,True,15.3,26,-10.7, [GENERALIST] +SPOT_UP+TRANSITION | Road B2B (Fatigue) | Transition Chaos | Hustle Guard
Josh Green,2026-01-03,True,3.7,3,0.7000000000000002, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue)
Nikola Vucevic,2026-01-03,True,11.2,28,-16.8, [HUB_BIG] +SPOT_UP+P&R_ROLL_MAN | Home B2B
Isaac Okoro,2026-01-03,True,7.7,2,5.7, [GENERALIST] +P&R_ROLL_MAN+OFF_BALL_CUTTER | Home B2B
Sion James,2026-01-03,True,5.8,3,2.8, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Brandon Miller,2026-01-03,True,18.9,22,-3.1000000000000014, [GENERALIST] +TRANSITION | Road B2B (Fatigue) + Guard Tax | Transition Chaos
Kon Knueppel,2026-01-03,True,14.9,18,-3.0999999999999996, [GENERALIST] +SPOT_UP+TRANSITION | Road B2B (Fatigue) | Transition Chaos
Tre Jones,2026-01-03,True,8.9,10,-1.0999999999999996, [FACILITATOR] | Home B2B + Guard Tax
Matas Buzelis,2026-01-03,True,11.6,17,-5.4, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Home B2B
Collin Sexton,2026-01-03,True,12.0,13,-1.0, [FACILITATOR] | Road B2B (Fatigue) + Guard Tax
PJ Hall,2026-01-03,True,5.1,10,-4.9, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Road B2B (Fatigue)
Jordan Walsh,2026-01-03,False,5.7,13,-7.3, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Kris Dunn,2026-01-03,False,6.3,10,-3.7, [GENERALIST]
Ivica Zubac,2026-01-03,False,11.1,4,7.1, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK | Cutter Tax
Sam Hauser,2026-01-03,False,6.5,8,-1.5, [GENERALIST] +SPOT_UP | Spot-Up Tax
Anfernee Simons,2026-01-03,False,11.9,15,-3.0999999999999996, [GENERALIST] +ISO_SCORER | ISO vs Perimeter
Nicolas Batum,2026-01-03,False,4.6,6,-1.4000000000000004, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Spot-Up vs Pack | Roll Man vs Drop
Luka Garza,2026-01-03,False,6.0,11,-5.0, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
John Collins,2026-01-03,False,9.5,22,-12.5, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Neemias Queta,2026-01-03,False,8.5,8,0.5, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Small Ball | Putback vs Small | Hustle Guard
Jaylen Brown,2026-01-03,False,26.5,50,-23.5, [JUMBO_CREATOR] +ISO_SCORER+P&R_HANDLER | Size Mismatch (Guard) | ISO vs Perimeter | Hustle Guard
Payton Pritchard,2026-01-03,False,14.9,12,2.9000000000000004, [GENERALIST] +P&R_HANDLER+ISO_SCORER | ISO vs Perimeter
James Harden,2026-01-03,False,22.2,18,4.199999999999999, [GENERALIST] +ISO_SCORER+P&R_HANDLER | P&R Drop Edge
Derrick Jones Jr.,2026-01-03,False,5.5,19,-13.5, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Drop
Derrick White,2026-01-03,False,18.2,29,-10.8, [GENERALIST] +ISO_SCORER+TRANSITION | ISO vs Perimeter
Kawhi Leonard,2026-01-03,False,25.6,22,3.6000000000000014, [ELITE_SCORER] / STRETCH_BIG +ISO_SCORER+TRANSITION | Transition Tax
Brandin Podziemski,2026-01-03,True,9.3,6,3.3000000000000007, [GENERALIST] +P&R_HANDLER | Home B2B | PnR Handler vs Funnel
Brice Sensabaugh,2026-01-03,False,9.4,12,-2.5999999999999996, [GENERALIST]
Svi Mykhailiuk,2026-01-03,False,6.8,10,-3.2, [GENERALIST]
Stephen Curry,2026-01-03,True,22.9,31,-8.100000000000001, [ELITE_SCORER] +P&R_HANDLER+TRANSITION | Home B2B | PnR Handler vs Funnel | Transition Chaos
Walter Clayton Jr.,2026-01-03,False,6.8,8,-1.2000000000000002, [GENERALIST]
Moses Moody,2026-01-03,True,8.3,8,0.3000000000000007, [GENERALIST] +P&R_ROLL_MAN+SPOT_UP | Home B2B
De'Anthony Melton,2026-01-03,True,8.6,13,-4.4, [GENERALIST] | Home B2B
Quinten Post,2026-01-03,True,8.7,15,-6.300000000000001, [GENERALIST] +SPOT_UP+P&R_ROLL_MAN | Home B2B
Gary Payton II,2026-01-03,True,3.3,10,-6.7, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Home B2B
Lauri Markkanen,2026-01-03,False,22.6,35,-12.399999999999999, [ELITE_SCORER] / STRETCH_BIG +SPOT_UP
Trayce Jackson-Davis,2026-01-03,True,4.0,9,-5.0, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Home B2B
Kyle Filipowski,2026-01-03,False,9.8,7,2.8000000000000007, [GENERALIST] +P&R_ROLL_MAN | Hustle Guard
Keyonte George,2026-01-03,False,23.1,22,1.1000000000000014, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER
Kevin Love,2026-01-03,False,8.8,5,3.8000000000000007, [GENERALIST] +P&R_ROLL_MAN | Hustle Guard
Will Richard,2026-01-03,True,5.9,8,-2.0999999999999996, [GENERALIST] +P&R_ROLL_MAN | Home B2B
Isaiah Collier,2026-01-03,False,8.3,8,0.3000000000000007, [FACILITATOR]
Daniel Gafford,2026-01-03,False,5.2,9,-3.8, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Blitz
Klay Thompson,2026-01-03,False,10.5,9,1.5, [GENERALIST] +SPOT_UP+P&R_HANDLER | P&R Blitz Tax
Tari Eason,2026-01-03,False,9.3,19,-9.7, [GENERALIST] +SPOT_UP | Spot-Up Tax | Hustle Guard
Clint Capela,2026-01-03,False,4.1,8,-3.9000000000000004, [GENERALIST] +OFF_BALL_CUTTER+PUTBACK | Cutter vs Small Ball | Putback vs Small
Reed Sheppard,2026-01-03,False,12.1,8,4.1, [GENERALIST] +P&R_HANDLER
Max Christie,2026-01-03,False,9.3,24,-14.7, [GENERALIST] +TRANSITION
Kevin Durant,2026-01-03,False,19.3,34,-14.7, [GENERALIST] +ISO_SCORER+SPOT_UP | ISO vs Perimeter | Spot-Up Tax
Brandon Williams,2026-01-03,False,12.3,15,-2.6999999999999993, [GENERALIST]
Naji Marshall,2026-01-03,False,12.0,10,2.0, [GENERALIST] +TRANSITION
Amen Thompson,2026-01-03,False,15.4,20,-4.6, [JUMBO_CREATOR] +TRANSITION | Size Mismatch (Guard) | Hustle Guard
Dorian Finney-Smith,2026-01-03,False,2.4,3,-0.6000000000000001, [GENERALIST] +P&R_ROLL_MAN | Roll Man vs Small Ball
Jabari Smith,2026-01-03,False,12.8,7,5.800000000000001, [GENERALIST] +SPOT_UP | Spot-Up Tax | Hustle Guard
Anthony Davis,2026-01-03,False,17.9,26,-8.100000000000001, [RIM_RUNNER] +POST_UP
Cooper Flagg,2026-01-03,False,20.8,10,10.8, [JUMBO_CREATOR] +ISO_SCORER+P&R_HANDLER | ISO Tax vs Blitz | P&R Blitz Tax | Hustle Guard
Ja'Kobe Walter,2026-01-03,False,6.9,5,1.9000000000000004, [GENERALIST]
Vit Krejci,2026-01-03,True,7.0,13,-6.0, [GENERALIST] +SPOT_UP | Road B2B (Fatigue)
Immanuel Quickley,2026-01-03,False,16.0,15,1.0, [GENERALIST] +TRANSITION+P&R_HANDLER | Transition Chaos | PnR Handler vs Funnel
Scottie Barnes,2026-01-03,False,15.8,20,-4.199999999999999, [HUB_BIG] / JUMBO_CREATOR +TRANSITION | Transition Chaos
Jalen Johnson,2026-01-03,True,19.7,30,-10.3, [HUB_BIG] / JUMBO_CREATOR +P&R_HANDLER+TRANSITION | Road B2B (Fatigue) | P&R Blitz Tax
Keaton Wallace,2026-01-03,True,2.1,11,-8.9, [GENERALIST] | Road B2B (Fatigue) + Guard Tax
Brandon Ingram,2026-01-03,False,20.6,29,-8.399999999999999, [GENERALIST] +SPOT_UP+ISO_SCORER | Hustle Guard
Nickeil Alexander-Walker,2026-01-03,True,17.5,31,-13.5, [SNIPER] +SPOT_UP+TRANSITION | Road B2B (Fatigue) + Guard Tax
Dyson Daniels,2026-01-03,True,12.2,20,-7.800000000000001, [JUMBO_CREATOR] / FACILITATOR +TRANSITION | Road B2B (Fatigue) + Guard Tax | Hustle Guard
Mouhamed Gueye,2026-01-03,True,2.8,0,2.8, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue) | Roll Man Tax
Onyeka Okongwu,2026-01-03,True,14.2,4,10.2, [STRETCH_BIG] +SPOT_UP | Road B2B (Fatigue)
RJ Barrett,2026-01-03,False,14.1,29,-14.9, [GENERALIST] +SPOT_UP | Hustle Guard
Collin Murray-Boyles,2026-01-03,False,6.0,6,0.0, [GENERALIST] +OFF_BALL_CUTTER+P&R_ROLL_MAN | Hustle Guard
Sandro Mamukelashvili,2026-01-03,False,8.9,13,-4.1, [GENERALIST] +P&R_ROLL_MAN | Hustle Guard
Zaccharie Risacher,2026-01-03,True,8.0,8,0.0, [GENERALIST] +P&R_ROLL_MAN | Road B2B (Fatigue) | Roll Man Tax
Paul George,2026-01-03,False,16.0,15,1.0, [GENERALIST] | Hustle Guard
Joel Embiid,2026-01-03,False,25.0,26,-1.0, [GENERALIST] | Hustle Guard
Jalen Brunson,2026-01-03,True,25.7,31,-5.300000000000001, [ELITE_SCORER] +ISO_SCORER+P&R_HANDLER | Home B2B | P&R Drop Edge
Miles McBride,2026-01-03,True,10.6,20,-9.4, [GENERALIST] +SPOT_UP+P&R_HANDLER | Home B2B | Spot-Up vs Pack | P&R Drop Edge
Mitchell Robinson,2026-01-03,True,4.6,2,2.5999999999999996, [RIM_RUNNER] +OFF_BALL_CUTTER+PUTBACK | Home B2B | Cutter Tax
Mikal Bridges,2026-01-03,True,11.9,12,-0.09999999999999964, [GENERALIST] +P&R_HANDLER+TRANSITION | Home B2B | P&R Drop Edge | Transition Tax
Quentin Grimes,2026-01-03,False,9.8,10,-0.1999999999999993, [GENERALIST]
Jordan Clarkson,2026-01-03,True,9.1,3,6.1, [GENERALIST] | Home B2B
